order_id,supplier_id,distance_km,transport_mode,order_quantity,warehouse_load,season,delay_history,lead_time_days,Warehouse Load %,Delay %,Warehouse Status,Delay Risk,Lead Time Category,Distance Category
799,S31,1999,Truck,1861,0.99,Monsoon,0.33,50,99,33,Critical,Medium Risk,Long,Long Distance
800,S28,1218,Air,617,0.54,Monsoon,0.08,69,54,8,Normal,Low Risk,Very Long,Medium Distance
801,S37,838,Train,4801,0.61,Normal,0.08,19,61,8,High,Low Risk,Medium,Medium Distance
802,S33,1263,Ship,2668,0.74,Peak,0.51,25,74,51,High,High Risk,Medium,Medium Distance
803,S48,738,Ship,4517,0.42,Monsoon,0.58,22,42,58,Normal,High Risk,Medium,Short Distance
804,S11,748,Train,1145,0.23,Peak,0.23,19,23,23,Normal,Low Risk,Medium,Short Distance
805,S3,817,Truck,507,0.24,Monsoon,0.33,27,24,33,Normal,Medium Risk,Medium,Medium Distance
806,S34,1809,Air,4938,0.47,Normal,0.51,101,47,51,Normal,High Risk,Very Long,Long Distance
807,S5,1563,Air,2266,0.79,Monsoon,0.23,90,79,23,High,Low Risk,Very Long,Long Distance
808,S8,78,Ship,597,0.77,Normal,0.57,12,77,57,High,High Risk,Short,Short Distance
809,S7,805,Air,1179,0.94,Normal,0.36,53,94,36,Critical,Medium Risk,Long,Medium Distance
810,S11,781,Ship,4078,0.5,Monsoon,0.45,20,50,45,Normal,High Risk,Medium,Medium Distance
811,S31,1841,Truck,3197,0.22,Monsoon,0.13,42,22,13,Normal,Low Risk,Long,Long Distance
812,S11,48,Train,382,0.46,Normal,0.34,7,46,34,Normal,Medium Risk,Short,Short Distance
813,S1,1877,Air,1379,0.65,Peak,0.14,102,65,14,High,Low Risk,Very Long,Long Distance
814,S24,1305,Train,3817,0.16,Monsoon,0.55,31,16,55,Normal,High Risk,Long,Medium Distance
815,S24,119,Air,3892,0.6,Normal,0.02,12,60,2,High,Low Risk,Short,Short Distance
816,S50,1591,Ship,3865,0.95,Normal,0.58,29,95,58,Critical,High Risk,Medium,Long Distance
817,S26,1308,Train,1548,0.15,Normal,0.24,24,15,24,Normal,Low Risk,Medium,Medium Distance
818,S26,332,Train,4241,0.76,Normal,0.45,15,76,45,High,High Risk,Medium,Short Distance
819,S16,341,Air,176,0.7,Peak,0.04,25,70,4,High,Low Risk,Medium,Short Distance
820,S15,947,Air,4871,0.21,Peak,0.15,55,21,15,Normal,Low Risk,Long,Medium Distance
821,S47,1775,Train,2089,0.45,Monsoon,0.49,39,45,49,Normal,High Risk,Long,Long Distance
822,S28,831,Air,1125,0.37,Normal,0.41,50,37,41,Normal,Medium Risk,Long,Medium Distance
823,S41,1348,Train,3521,0.9,Peak,0.27,31,90,27,Critical,Medium Risk,Long,Medium Distance
824,S45,802,Air,3110,0.12,Monsoon,0.17,47,12,17,Normal,Low Risk,Long,Medium Distance
825,S16,709,Train,810,0.48,Monsoon,0.3,20,48,30,Normal,Medium Risk,Medium,Short Distance
826,S20,1542,Train,4443,0.18,Normal,0.14,27,18,14,Normal,Low Risk,Medium,Long Distance
827,S14,1982,Truck,4950,0.97,Monsoon,0.38,53,97,38,Critical,Medium Risk,Long,Long Distance
828,S31,968,Air,4940,0.93,Peak,0.32,60,93,32,Critical,Medium Risk,Very Long,Medium Distance
829,S13,971,Air,1706,0.97,Normal,0.4,60,97,40,Critical,Medium Risk,Very Long,Medium Distance
830,S8,237,Air,717,0.62,Normal,0.56,21,62,56,High,High Risk,Medium,Short Distance
831,S22,459,Ship,1643,0.61,Peak,0.09,12,61,9,High,Low Risk,Short,Short Distance
832,S1,1682,Air,421,0.79,Peak,0.23,96,79,23,High,Low Risk,Very Long,Long Distance
833,S48,1629,Air,4137,0.22,Peak,0.43,92,22,43,Normal,Medium Risk,Very Long,Long Distance
834,S22,278,Ship,2886,0.29,Peak,0.25,12,29,25,Normal,Medium Risk,Short,Short Distance
835,S17,177,Train,3256,0.57,Monsoon,0.12,11,57,12,Normal,Low Risk,Short,Short Distance
836,S13,573,Ship,4395,0.68,Normal,0.41,16,68,41,High,Medium Risk,Medium,Short Distance
837,S30,1125,Air,2359,0.51,Peak,0.44,66,51,44,Normal,Medium Risk,Very Long,Medium Distance
838,S22,1787,Truck,3164,0.4,Peak,0.28,44,40,28,Normal,Medium Risk,Long,Long Distance
839,S30,1055,Train,4693,0.21,Monsoon,0.12,23,21,12,Normal,Low Risk,Medium,Medium Distance
840,S48,1744,Truck,861,0.9,Monsoon,0.49,49,90,49,Critical,High Risk,Long,Long Distance
841,S15,215,Truck,2914,0.5,Normal,0.02,10,50,2,Normal,Low Risk,Short,Short Distance
842,S50,1216,Train,2765,0.12,Peak,0.38,30,12,38,Normal,Medium Risk,Long,Medium Distance
843,S48,997,Ship,4835,0.93,Normal,0.58,21,93,58,Critical,High Risk,Medium,Medium Distance
844,S21,1329,Train,4912,0.43,Peak,0.5,31,43,50,Normal,High Risk,Long,Medium Distance
845,S10,1868,Air,4126,0.97,Peak,0.3,104,97,30,Critical,Medium Risk,Very Long,Long Distance
846,S36,509,Ship,1218,0.31,Peak,0.18,12,31,18,Normal,Low Risk,Short,Short Distance
847,S30,310,Air,4086,0.22,Monsoon,0.52,26,22,52,Normal,High Risk,Medium,Short Distance
848,S9,1479,Train,1094,0.43,Peak,0.18,29,43,18,Normal,Low Risk,Medium,Medium Distance
849,S6,1429,Ship,1576,0.93,Normal,0.37,26,93,37,Critical,Medium Risk,Medium,Medium Distance
850,S39,1993,Truck,882,0.89,Monsoon,0.03,51,89,3,Critical,Low Risk,Long,Long Distance
851,S40,1595,Train,3290,0.74,Monsoon,0.36,36,74,36,High,Medium Risk,Long,Long Distance
852,S49,1541,Truck,2028,0.79,Peak,0.5,44,79,50,High,High Risk,Long,Long Distance
853,S20,1443,Air,2714,0.77,Peak,0.22,81,77,22,High,Low Risk,Very Long,Medium Distance
854,S48,708,Train,4695,0.96,Normal,0.22,20,96,22,Critical,Low Risk,Medium,Short Distance
855,S13,776,Train,4017,0.22,Monsoon,0.01,17,22,1,Normal,Low Risk,Medium,Medium Distance
856,S39,1365,Air,1061,0.91,Monsoon,0.49,81,91,49,Critical,High Risk,Very Long,Medium Distance
857,S46,1620,Air,553,0.96,Monsoon,0.27,93,96,27,Critical,Medium Risk,Very Long,Long Distance
858,S23,99,Ship,4243,0.17,Monsoon,0.03,8,17,3,Normal,Low Risk,Short,Short Distance
859,S45,1969,Ship,1262,0.61,Monsoon,0.59,35,61,59,High,High Risk,Long,Long Distance
860,S17,1194,Ship,3074,0.6,Peak,0.45,23,60,45,High,High Risk,Medium,Medium Distance
861,S47,1237,Train,3599,0.14,Peak,0.22,25,14,22,Normal,Low Risk,Medium,Medium Distance
862,S23,1187,Air,713,0.19,Monsoon,0.51,70,19,51,Normal,High Risk,Very Long,Medium Distance
863,S22,93,Truck,872,0.18,Monsoon,0.23,11,18,23,Normal,Low Risk,Short,Short Distance
864,S31,258,Ship,2472,0.87,Peak,0.41,16,87,41,Critical,Medium Risk,Medium,Short Distance
865,S41,1450,Ship,4074,0.7,Peak,0.32,26,70,32,High,Medium Risk,Medium,Medium Distance
866,S26,202,Train,2857,0.2,Peak,0.35,12,20,35,Normal,Medium Risk,Short,Short Distance
867,S20,288,Ship,2405,0.72,Peak,0.57,17,72,57,High,High Risk,Medium,Short Distance
868,S33,1791,Ship,4593,0.42,Normal,0.01,23,42,1,Normal,Low Risk,Medium,Long Distance
869,S18,550,Truck,4980,0.61,Normal,0.03,16,61,3,High,Low Risk,Medium,Short Distance
870,S28,88,Air,784,0.87,Monsoon,0.35,17,87,35,Critical,Medium Risk,Medium,Short Distance
871,S10,1897,Air,1822,0.47,Normal,0.16,99,47,16,Normal,Low Risk,Very Long,Long Distance
872,S20,425,Truck,1717,0.61,Normal,0.1,15,61,10,High,Low Risk,Medium,Short Distance
873,S15,44,Train,597,0.95,Peak,0.48,16,95,48,Critical,High Risk,Medium,Short Distance
874,S43,17,Truck,3315,0.76,Peak,0.2,9,76,20,High,Low Risk,Short,Short Distance
875,S47,400,Ship,3567,0.76,Peak,0.2,13,76,20,High,Low Risk,Short,Short Distance
876,S37,775,Truck,3958,0.28,Normal,0.56,22,28,56,Normal,High Risk,Medium,Medium Distance
877,S41,46,Air,2269,0.71,Normal,0.13,7,71,13,High,Low Risk,Short,Short Distance
878,S26,1165,Truck,3531,0.31,Monsoon,0.35,34,31,35,Normal,Medium Risk,Long,Medium Distance
879,S33,789,Truck,1692,0.56,Normal,0.3,24,56,30,Normal,Medium Risk,Medium,Medium Distance
880,S14,1892,Air,3528,0.38,Monsoon,0.54,106,38,54,Normal,High Risk,Very Long,Long Distance
881,S25,863,Ship,3371,0.67,Monsoon,0.31,20,67,31,High,Medium Risk,Medium,Medium Distance
882,S5,419,Ship,3538,0.55,Monsoon,0.45,18,55,45,Normal,High Risk,Medium,Short Distance
883,S19,1652,Ship,2835,0.56,Normal,0.55,26,56,55,Normal,High Risk,Medium,Long Distance
884,S50,1030,Air,263,0.28,Monsoon,0.26,61,28,26,Normal,Medium Risk,Very Long,Medium Distance
885,S21,1430,Air,512,0.24,Normal,0.38,79,24,38,Normal,Medium Risk,Very Long,Medium Distance
886,S37,530,Air,2050,0.92,Normal,0,34,92,0,Critical,Low Risk,Long,Short Distance
887,S31,478,Ship,1300,0.36,Normal,0.43,12,36,43,Normal,Medium Risk,Short,Short Distance
888,S49,731,Ship,4029,0.6,Normal,0.42,18,60,42,High,Medium Risk,Medium,Short Distance
889,S41,1752,Air,412,0.66,Peak,0.23,96,66,23,High,Low Risk,Very Long,Long Distance
890,S8,1373,Air,134,0.82,Monsoon,0.47,84,82,47,Critical,High Risk,Very Long,Medium Distance
891,S31,644,Air,281,0.13,Monsoon,0.28,41,13,28,Normal,Medium Risk,Long,Short Distance
892,S29,869,Truck,2585,0.91,Monsoon,0.16,28,91,16,Critical,Low Risk,Medium,Medium Distance
893,S31,1758,Truck,56,0.87,Monsoon,0.43,49,87,43,Critical,Medium Risk,Long,Long Distance
894,S26,1294,Train,4809,0.56,Normal,0.42,30,56,42,Normal,Medium Risk,Long,Medium Distance
895,S12,160,Air,2749,0.39,Peak,0.41,17,39,41,Normal,Medium Risk,Medium,Short Distance
896,S47,1946,Air,325,0.25,Peak,0.02,103,25,2,Normal,Low Risk,Very Long,Long Distance
897,S41,1686,Train,4115,0.18,Peak,0.26,31,18,26,Normal,Medium Risk,Long,Long Distance
898,S27,384,Air,1500,0.22,Monsoon,0.21,26,22,21,Normal,Low Risk,Medium,Short Distance
899,S39,1792,Air,4010,0.26,Monsoon,0.42,101,26,42,Normal,Medium Risk,Very Long,Long Distance
900,S42,1293,Truck,932,0.58,Monsoon,0.12,35,58,12,Normal,Low Risk,Long,Medium Distance
901,S22,299,Train,2986,0.62,Monsoon,0.44,17,62,44,High,Medium Risk,Medium,Short Distance
902,S2,285,Air,3372,0.72,Monsoon,0.16,25,72,16,High,Low Risk,Medium,Short Distance
903,S45,1647,Air,1458,0.45,Peak,0.41,93,45,41,Normal,Medium Risk,Very Long,Long Distance
904,S4,1275,Train,4081,0.81,Normal,0.14,25,81,14,Critical,Low Risk,Medium,Medium Distance
905,S38,846,Truck,1347,0.76,Monsoon,0.17,28,76,17,High,Low Risk,Medium,Medium Distance
906,S26,497,Truck,729,0.55,Normal,0.07,16,55,7,Normal,Low Risk,Medium,Short Distance
907,S31,82,Train,2182,0.19,Monsoon,0.19,8,19,19,Normal,Low Risk,Short,Short Distance
908,S44,888,Truck,3686,0.2,Monsoon,0.03,24,20,3,Normal,Low Risk,Medium,Medium Distance
909,S8,207,Ship,1035,0.48,Monsoon,0,11,48,0,Normal,Low Risk,Short,Short Distance
910,S49,1122,Ship,216,0.13,Monsoon,0.29,21,13,29,Normal,Medium Risk,Medium,Medium Distance
911,S30,1813,Train,1873,0.28,Monsoon,0.59,41,28,59,Normal,High Risk,Long,Long Distance
912,S49,1827,Truck,208,0.32,Normal,0.32,43,32,32,Normal,Medium Risk,Long,Long Distance
913,S16,1016,Truck,4853,0.64,Monsoon,0.4,32,64,40,High,Medium Risk,Long,Medium Distance
914,S34,229,Ship,3943,0.17,Monsoon,0.46,12,17,46,Normal,High Risk,Short,Short Distance
915,S12,884,Air,3927,1,Normal,0.34,53,100,34,Critical,Medium Risk,Long,Medium Distance
916,S36,528,Ship,1709,0.94,Peak,0.56,19,94,56,Critical,High Risk,Medium,Short Distance
917,S13,637,Ship,2661,0.21,Normal,0.29,13,21,29,Normal,Medium Risk,Short,Short Distance
918,S8,587,Ship,4123,0.85,Normal,0.06,11,85,6,Critical,Low Risk,Short,Short Distance
919,S42,1522,Ship,1089,0.62,Normal,0.2,23,62,20,High,Low Risk,Medium,Long Distance
920,S43,1727,Train,1108,0.65,Monsoon,0.33,39,65,33,High,Medium Risk,Long,Long Distance
921,S19,967,Train,4865,0.1,Peak,0.2,21,10,20,Normal,Low Risk,Medium,Medium Distance
922,S16,1756,Air,4000,0.38,Peak,0.58,98,38,58,Normal,High Risk,Very Long,Long Distance
923,S39,776,Air,2502,0.77,Monsoon,0.04,48,77,4,High,Low Risk,Long,Medium Distance
924,S33,1226,Ship,3085,0.88,Peak,0.26,23,88,26,Critical,Medium Risk,Medium,Medium Distance
925,S19,351,Air,1661,0.24,Peak,0.53,28,24,53,Normal,High Risk,Medium,Short Distance
926,S5,273,Truck,2749,0.68,Monsoon,0.33,17,68,33,High,Medium Risk,Medium,Short Distance
927,S6,1082,Ship,4613,0.13,Peak,0.37,19,13,37,Normal,Medium Risk,Medium,Medium Distance
928,S48,837,Air,4362,0.78,Peak,0.08,52,78,8,High,Low Risk,Long,Medium Distance
929,S12,76,Train,2137,0.76,Monsoon,0.04,10,76,4,High,Low Risk,Short,Short Distance
930,S42,1914,Truck,4914,0.15,Peak,0.44,47,15,44,Normal,Medium Risk,Long,Long Distance
931,S8,1520,Truck,4972,0.55,Normal,0.09,35,55,9,Normal,Low Risk,Long,Long Distance
932,S25,801,Ship,4953,0.92,Normal,0.46,18,92,46,Critical,High Risk,Medium,Medium Distance
933,S35,1599,Ship,3474,0.95,Monsoon,0.33,31,95,33,Critical,Medium Risk,Long,Long Distance
934,S31,1257,Train,4349,0.49,Peak,0.13,27,49,13,Normal,Low Risk,Medium,Medium Distance
935,S3,1593,Truck,926,0.27,Monsoon,0.37,40,27,37,Normal,Medium Risk,Long,Long Distance
936,S47,17,Air,3597,0.52,Normal,0.29,8,52,29,Normal,Medium Risk,Short,Short Distance
937,S7,627,Air,3332,0.17,Peak,0.11,38,17,11,Normal,Low Risk,Long,Short Distance
938,S15,1295,Air,1756,0.65,Normal,0.33,73,65,33,High,Medium Risk,Very Long,Medium Distance
939,S29,960,Train,4440,0.54,Peak,0.02,22,54,2,Normal,Low Risk,Medium,Medium Distance
940,S23,1517,Train,2080,0.87,Normal,0.12,31,87,12,Critical,Low Risk,Long,Long Distance
941,S44,1364,Air,4914,0.42,Monsoon,0.14,77,42,14,Normal,Low Risk,Very Long,Medium Distance
942,S8,813,Train,3613,0.39,Monsoon,0.5,27,39,50,Normal,High Risk,Medium,Medium Distance
943,S21,1428,Train,4361,0.67,Peak,0.56,37,67,56,High,High Risk,Long,Medium Distance
944,S19,386,Truck,2113,0.88,Monsoon,0.25,20,88,25,Critical,Medium Risk,Medium,Short Distance
945,S12,506,Truck,491,0.99,Normal,0.46,23,99,46,Critical,High Risk,Medium,Short Distance
946,S34,614,Ship,1623,0.46,Peak,0.17,16,46,17,Normal,Low Risk,Medium,Short Distance
947,S17,817,Truck,1742,0.51,Monsoon,0.2,26,51,20,Normal,Low Risk,Medium,Medium Distance
948,S24,1747,Ship,3449,0.85,Normal,0.27,27,85,27,Critical,Medium Risk,Medium,Long Distance
949,S14,347,Train,4508,0.85,Peak,0.52,19,85,52,Critical,High Risk,Medium,Short Distance
950,S22,403,Ship,3286,0.84,Peak,0.38,16,84,38,Critical,Medium Risk,Medium,Short Distance
951,S40,1545,Air,2991,0.61,Monsoon,0.58,91,61,58,High,High Risk,Very Long,Long Distance
952,S39,737,Truck,4599,0.77,Normal,0.12,23,77,12,High,Low Risk,Medium,Short Distance
953,S3,1043,Ship,3531,0.51,Peak,0.5,21,51,50,Normal,High Risk,Medium,Medium Distance
954,S30,1716,Air,2425,0.13,Peak,0.41,94,13,41,Normal,Medium Risk,Very Long,Long Distance
955,S25,1489,Train,1691,0.65,Peak,0.01,30,65,1,High,Low Risk,Long,Medium Distance
956,S49,1726,Ship,53,0.12,Monsoon,0.14,26,12,14,Normal,Low Risk,Medium,Long Distance
957,S42,475,Truck,1370,0.66,Normal,0.05,13,66,5,High,Low Risk,Short,Short Distance
958,S5,1561,Air,3610,0.58,Normal,0.36,88,58,36,Normal,Medium Risk,Very Long,Long Distance
959,S35,194,Train,2743,0.56,Normal,0.08,10,56,8,Normal,Low Risk,Short,Short Distance
960,S17,735,Ship,3925,0.31,Peak,0.26,15,31,26,Normal,Medium Risk,Medium,Short Distance
961,S29,1850,Air,917,0.71,Monsoon,0.01,101,71,1,High,Low Risk,Very Long,Long Distance
962,S22,954,Ship,2477,0.31,Peak,0.04,15,31,4,Normal,Low Risk,Medium,Medium Distance
963,S11,827,Ship,2392,0.27,Monsoon,0.32,18,27,32,Normal,Medium Risk,Medium,Medium Distance
964,S28,1552,Air,1120,0.85,Normal,0.02,83,85,2,Critical,Low Risk,Very Long,Long Distance
965,S3,896,Train,4748,0.3,Normal,0.22,18,30,22,Normal,Low Risk,Medium,Medium Distance
966,S18,322,Ship,3131,0.1,Peak,0.05,10,10,5,Normal,Low Risk,Short,Short Distance
967,S14,966,Train,1830,0.72,Peak,0.36,26,72,36,High,Medium Risk,Medium,Medium Distance
968,S35,772,Air,1922,0.96,Normal,0.19,48,96,19,Critical,Low Risk,Long,Medium Distance
969,S21,28,Ship,527,0.4,Peak,0.37,9,40,37,Normal,Medium Risk,Short,Short Distance
970,S1,818,Ship,594,0.83,Normal,0.46,18,83,46,Critical,High Risk,Medium,Medium Distance
971,S45,1115,Truck,4176,0.93,Monsoon,0.1,33,93,10,Critical,Low Risk,Long,Medium Distance
972,S23,1404,Ship,1555,0.77,Peak,0.03,24,77,3,High,Low Risk,Medium,Medium Distance
973,S33,1431,Truck,1149,0.94,Monsoon,0.11,40,94,11,Critical,Low Risk,Long,Medium Distance
974,S32,763,Ship,2181,0.39,Peak,0.04,14,39,4,Normal,Low Risk,Short,Medium Distance
975,S17,59,Air,1164,0.71,Normal,0.04,8,71,4,High,Low Risk,Short,Short Distance
976,S7,1926,Air,3570,0.97,Monsoon,0.57,113,97,57,Critical,High Risk,Very Long,Long Distance
977,S41,1449,Train,4227,0.59,Peak,0.41,32,59,41,Normal,Medium Risk,Long,Medium Distance
978,S43,1891,Truck,3289,0.42,Monsoon,0.28,46,42,28,Normal,Medium Risk,Long,Long Distance
979,S18,445,Ship,2645,0.85,Monsoon,0.25,17,85,25,Critical,Medium Risk,Medium,Short Distance
980,S19,1522,Air,4418,0.3,Normal,0.18,82,30,18,Normal,Low Risk,Very Long,Long Distance
981,S2,796,Air,4029,0.36,Normal,0.14,46,36,14,Normal,Low Risk,Long,Medium Distance
982,S19,961,Ship,1639,0.28,Peak,0.5,21,28,50,Normal,High Risk,Medium,Medium Distance
983,S37,997,Train,916,0.88,Monsoon,0.32,29,88,32,Critical,Medium Risk,Medium,Medium Distance
984,S10,1341,Air,3570,0.87,Monsoon,0.53,82,87,53,Critical,High Risk,Very Long,Medium Distance
985,S46,275,Ship,216,0.15,Monsoon,0.35,14,15,35,Normal,Medium Risk,Short,Short Distance
986,S26,684,Truck,4622,0.61,Peak,0.41,27,61,41,High,Medium Risk,Medium,Short Distance
987,S1,108,Train,1387,0.18,Peak,0.17,7,18,17,Normal,Low Risk,Short,Short Distance
988,S6,706,Train,2717,0.14,Monsoon,0.24,20,14,24,Normal,Low Risk,Medium,Short Distance
989,S47,1152,Air,2210,0.34,Peak,0.11,66,34,11,Normal,Low Risk,Very Long,Medium Distance
990,S14,308,Air,4500,0.63,Peak,0.28,26,63,28,High,Medium Risk,Medium,Short Distance
991,S32,162,Truck,501,0.91,Normal,0.46,14,91,46,Critical,High Risk,Short,Short Distance
992,S47,540,Train,1498,0.71,Peak,0.13,17,71,13,High,Low Risk,Medium,Short Distance
993,S37,28,Ship,2053,0.26,Normal,0.12,5,26,12,Normal,Low Risk,Short,Short Distance
994,S4,253,Air,906,0.64,Normal,0.29,21,64,29,High,Medium Risk,Medium,Short Distance
995,S42,1122,Ship,1225,0.71,Normal,0.23,20,71,23,High,Low Risk,Medium,Medium Distance
996,S22,1362,Ship,4574,0.26,Monsoon,0.13,22,26,13,Normal,Low Risk,Medium,Medium Distance
997,S3,1743,Air,4272,0.57,Normal,0.24,94,57,24,Normal,Low Risk,Very Long,Long Distance
998,S16,969,Truck,3831,0.92,Monsoon,0.05,30,92,5,Critical,Low Risk,Long,Medium Distance
999,S25,1331,Air,1643,0.22,Peak,0.56,79,22,56,Normal,High Risk,Very Long,Medium Distance
1000,S15,854,Ship,218,0.88,Peak,0.18,18,88,18,Critical,Low Risk,Medium,Medium Distance
1001,S14,1585,Ship,2081,0.17,Peak,0.45,25,17,45,Normal,High Risk,Medium,Long Distance
1002,S13,539,Train,55,0.42,Peak,0.2,17,42,20,Normal,Low Risk,Medium,Short Distance
1003,S33,1834,Ship,3471,0.37,Monsoon,0.11,26,37,11,Normal,Low Risk,Medium,Long Distance
1004,S34,800,Truck,575,0.33,Normal,0.22,21,33,22,Normal,Low Risk,Medium,Medium Distance
1005,S39,1026,Ship,2505,0.39,Peak,0.22,18,39,22,Normal,Low Risk,Medium,Medium Distance
1006,S20,1954,Ship,1188,0.44,Normal,0.06,23,44,6,Normal,Low Risk,Medium,Long Distance
1007,S29,1182,Ship,4341,0.57,Peak,0.46,24,57,46,Normal,High Risk,Medium,Medium Distance
1008,S27,1177,Truck,4667,0.75,Normal,0.35,32,75,35,High,Medium Risk,Long,Medium Distance
1009,S37,843,Train,1332,0.65,Peak,0.25,23,65,25,High,Medium Risk,Medium,Medium Distance
1010,S40,1246,Truck,4050,0.25,Monsoon,0.29,34,25,29,Normal,Medium Risk,Long,Medium Distance
1011,S19,945,Ship,2285,0.51,Monsoon,0.34,20,51,34,Normal,Medium Risk,Medium,Medium Distance
1012,S31,132,Ship,488,0.41,Monsoon,0.36,13,41,36,Normal,Medium Risk,Short,Short Distance
1013,S41,1972,Air,4364,0.58,Normal,0.13,104,58,13,Normal,Low Risk,Very Long,Long Distance
1014,S35,488,Truck,374,0.44,Monsoon,0.29,21,44,29,Normal,Medium Risk,Medium,Short Distance
1015,S20,1711,Truck,3093,0.73,Normal,0.55,46,73,55,High,High Risk,Long,Long Distance
1016,S3,220,Ship,854,0.54,Peak,0.09,10,54,9,Normal,Low Risk,Short,Short Distance
1017,S20,1022,Air,1086,0.58,Peak,0.37,63,58,37,Normal,Medium Risk,Very Long,Medium Distance
1018,S25,788,Ship,3507,0.98,Monsoon,0.06,19,98,6,Critical,Low Risk,Medium,Medium Distance
1019,S43,242,Ship,4399,0.98,Normal,0.13,10,98,13,Critical,Low Risk,Short,Short Distance
1020,S19,663,Ship,3715,0.51,Normal,0.2,15,51,20,Normal,Low Risk,Medium,Short Distance
1021,S16,1528,Train,2443,0.97,Monsoon,0.15,35,97,15,Critical,Low Risk,Long,Long Distance
1022,S37,516,Ship,4638,0.83,Monsoon,0.48,22,83,48,Critical,High Risk,Medium,Short Distance
1023,S13,952,Train,1006,0.17,Monsoon,0.21,24,17,21,Normal,Low Risk,Medium,Medium Distance
1024,S9,735,Truck,790,0.63,Normal,0.36,23,63,36,High,Medium Risk,Medium,Short Distance
1025,S47,164,Ship,968,0.38,Monsoon,0.47,13,38,47,Normal,High Risk,Short,Short Distance
1026,S14,740,Ship,1474,0.69,Monsoon,0.51,21,69,51,High,High Risk,Medium,Short Distance
1027,S27,149,Truck,3279,0.49,Peak,0.37,13,49,37,Normal,Medium Risk,Short,Short Distance
1028,S16,110,Truck,410,0.75,Peak,0.24,14,75,24,High,Low Risk,Short,Short Distance
1029,S1,642,Train,472,0.43,Peak,0.48,20,43,48,Normal,High Risk,Medium,Short Distance
1030,S44,1508,Ship,174,0.32,Peak,0.25,22,32,25,Normal,Medium Risk,Medium,Long Distance
1031,S25,1657,Ship,4007,0.6,Monsoon,0.17,24,60,17,High,Low Risk,Medium,Long Distance
1032,S20,1246,Train,1195,0.99,Monsoon,0.13,31,99,13,Critical,Low Risk,Long,Medium Distance
1033,S14,1279,Truck,4650,0.29,Monsoon,0.16,33,29,16,Normal,Low Risk,Long,Medium Distance
1034,S2,1972,Air,1965,0.84,Monsoon,0.45,112,84,45,Critical,High Risk,Very Long,Long Distance
1035,S30,609,Train,778,0.42,Monsoon,0.52,22,42,52,Normal,High Risk,Medium,Short Distance
1036,S32,312,Truck,1313,0.37,Normal,0.44,14,37,44,Normal,Medium Risk,Short,Short Distance
1037,S15,853,Train,1243,0.69,Monsoon,0.45,25,69,45,High,High Risk,Medium,Medium Distance
1038,S42,1185,Truck,1869,0.11,Normal,0.04,29,11,4,Normal,Low Risk,Medium,Medium Distance
1039,S30,467,Air,661,0.39,Normal,0.58,34,39,58,Normal,High Risk,Long,Short Distance
1040,S40,1159,Train,4473,0.92,Normal,0.33,27,92,33,Critical,Medium Risk,Medium,Medium Distance
1041,S19,671,Truck,1697,0.39,Peak,0.26,23,39,26,Normal,Medium Risk,Medium,Short Distance
1042,S24,1422,Train,387,0.71,Normal,0.09,26,71,9,High,Low Risk,Medium,Medium Distance
1043,S16,460,Ship,4364,0.28,Monsoon,0.38,16,28,38,Normal,Medium Risk,Medium,Short Distance
1044,S19,1595,Train,1762,0.4,Monsoon,0.05,30,40,5,Normal,Low Risk,Long,Long Distance
1045,S13,1349,Air,2132,0.97,Normal,0.16,76,97,16,Critical,Low Risk,Very Long,Medium Distance
1046,S10,946,Air,3150,0.62,Peak,0.16,56,62,16,High,Low Risk,Long,Medium Distance
1047,S10,1014,Ship,858,0.16,Peak,0.45,20,16,45,Normal,High Risk,Medium,Medium Distance
1048,S47,1721,Air,492,0.63,Normal,0.45,98,63,45,High,High Risk,Very Long,Long Distance
1049,S45,1354,Air,2495,0.65,Monsoon,0.1,78,65,10,High,Low Risk,Very Long,Medium Distance
1050,S47,875,Train,5000,0.91,Monsoon,0.59,28,91,59,Critical,High Risk,Medium,Medium Distance
1051,S44,1032,Air,2364,0.57,Monsoon,0.32,64,57,32,Normal,Medium Risk,Very Long,Medium Distance
